Country,Date,Cumulative_cases,Cumulative_deaths,New_cases,New_deaths
Nigeria,7/22/2015,20,8,,
Senegal,7/22/2015,1,0,,
Sierra Leone,7/22/2015,13250,3949,,
Spain,7/22/2015,1,0,,
United Kingdom,7/22/2015,1,0,,
United States of America,7/22/2015,4,1,,
Guinea,7/23/2015,3788,2516,,
Italy,7/23/2015,1,0,,
Liberia,7/23/2015,10666,4806,,
Mali,7/23/2015,8,6,,
Nigeria,7/23/2015,20,8,,
Senegal,7/23/2015,1,0,,
Sierra Leone,7/23/2015,13262,3949,,
Spain,7/23/2015,1,0,,
United Kingdom,7/23/2015,1,0,,
United States of America,7/23/2015,4,1,,
Guinea,7/24/2015,3787,2517,,
Italy,7/24/2015,1,0,,
Liberia,7/24/2015,10666,4806,,
Mali,7/24/2015,8,6,,
Nigeria,7/24/2015,20,8,,
Senegal,7/24/2015,1,0,,
Sierra Leone,7/24/2015,13264,3949,,
Spain,7/24/2015,1,0,,
United Kingdom,7/24/2015,1,0,,
United States of America,7/24/2015,4,1,,
Guinea,7/27/2015,3792,2519,,
Italy,7/27/2015,1,0,,
Liberia,7/27/2015,10666,4806,,
Mali,7/27/2015,8,6,,
Nigeria,7/27/2015,20,8,,
Senegal,7/27/2015,1,0,,
Sierra Leone,7/27/2015,13283,3951,,
Spain,7/27/2015,1,0,,
United Kingdom,7/27/2015,1,0,,
United States of America,7/27/2015,4,1,,
Guinea,7/28/2015,3786,2520,,
Italy,7/28/2015,1,0,,
Liberia,7/28/2015,10666,4806,,
Mali,7/28/2015,8,6,,
Nigeria,7/28/2015,20,8,,
Senegal,7/28/2015,1,0,,
Sierra Leone,7/28/2015,13290,3951,,
Spain,7/28/2015,1,0,,
United Kingdom,7/28/2015,1,0,,
United States of America,7/28/2015,4,1,,
Guinea,7/29/2015,3786,2520,,
Italy,7/29/2015,1,0,,
Liberia,7/29/2015,10666,4806,,
Mali,7/29/2015,8,6,,
Nigeria,7/29/2015,20,8,,
Senegal,7/29/2015,1,0,,
Sierra Leone,7/29/2015,13290,3951,,
Spain,7/29/2015,1,0,,
United Kingdom,7/29/2015,1,0,,
United States of America,7/29/2015,4,1,,
Guinea,7/30/2015,3785,2521,,
Italy,7/30/2015,1,0,,
Liberia,7/30/2015,10666,4806,,
Mali,7/30/2015,8,6,,
Nigeria,7/30/2015,20,8,,
Senegal,7/30/2015,1,0,,
Sierra Leone,7/30/2015,13379,3951,,
Spain,7/30/2015,1,0,,
United Kingdom,7/30/2015,1,0,,
United States of America,7/30/2015,4,1,,
Guinea,7/31/2015,3781,2521,,
Italy,7/31/2015,1,0,,
Liberia,7/31/2015,10666,4806,,
Mali,7/31/2015,8,6,,
Nigeria,7/31/2015,20,8,,
Senegal,7/31/2015,1,0,,
Sierra Leone,7/31/2015,13387,3951,,
Spain,7/31/2015,1,0,,
United Kingdom,7/31/2015,1,0,,
United States of America,7/31/2015,4,1,,
Guinea,8/3/2015,3786,2522,,
Italy,8/3/2015,1,0,,
Liberia,8/3/2015,10666,4806,,
Mali,8/3/2015,8,6,,
Nigeria,8/3/2015,20,8,,
Senegal,8/3/2015,1,0,,
Sierra Leone,8/3/2015,13402,3951,,
Spain,8/3/2015,1,0,,
United Kingdom,8/3/2015,1,0,,
United States of America,8/3/2015,4,1,,
Guinea,8/4/2015,3784,2522,,
Italy,8/4/2015,1,0,,
Liberia,8/4/2015,10666,4806,,
Mali,8/4/2015,8,6,,
Nigeria,8/4/2015,20,8,,
Senegal,8/4/2015,1,0,,
Sierra Leone,8/4/2015,13406,3951,,
Spain,8/4/2015,1,0,,
United Kingdom,8/4/2015,1,0,,
United States of America,8/4/2015,4,1,,
Guinea,8/5/2015,3784,2522,,
Italy,8/5/2015,1,0,,
Liberia,8/5/2015,10666,4806,,
Mali,8/5/2015,8,6,,
Nigeria,8/5/2015,20,8,,
Senegal,8/5/2015,1,0,,
Sierra Leone,8/5/2015,13406,3951,,
Spain,8/5/2015,1,0,,
United Kingdom,8/5/2015,1,0,,
United States of America,8/5/2015,4,1,,
Guinea,8/6/2015,3792,2524,,
Italy,8/6/2015,1,0,,
Liberia,8/6/2015,10666,4806,,
Mali,8/6/2015,8,6,,
Nigeria,8/6/2015,20,8,,
Senegal,8/6/2015,1,0,,
Sierra Leone,8/6/2015,13426,3951,,
Spain,8/6/2015,1,0,,
United Kingdom,8/6/2015,1,0,,
United States of America,8/6/2015,4,1,,
Guinea,8/7/2015,3795,2524,,
Italy,8/7/2015,1,0,,
Liberia,8/7/2015,10666,4806,,
Mali,8/7/2015,8,6,,
Nigeria,8/7/2015,20,8,,
Senegal,8/7/2015,1,0,,
Sierra Leone,8/7/2015,13428,3951,,
Spain,8/7/2015,1,0,,
United Kingdom,8/7/2015,1,0,,
United States of America,8/7/2015,4,1,,
Guinea,8/10/2015,3791,2524,,
Italy,8/10/2015,1,0,,
Liberia,8/10/2015,10666,4806,,
Mali,8/10/2015,8,6,,
Nigeria,8/10/2015,20,8,,
Senegal,8/10/2015,1,0,,
Sierra Leone,8/10/2015,13465,3951,,
Spain,8/10/2015,1,0,,
United Kingdom,8/10/2015,1,0,,
United States of America,8/10/2015,4,1,,
Guinea,8/11/2015,3787,2524,,
Italy,8/11/2015,1,0,,
Liberia,8/11/2015,10666,4806,,
Mali,8/11/2015,8,6,,
Nigeria,8/11/2015,20,8,,
Senegal,8/11/2015,1,0,,
Sierra Leone,8/11/2015,13470,3951,,
Spain,8/11/2015,1,0,,
United Kingdom,8/11/2015,1,0,,
United States of America,8/11/2015,4,1,,
Guinea,8/12/2015,3787,2524,,
Italy,8/12/2015,1,0,,
Liberia,8/12/2015,10666,4806,,
Mali,8/12/2015,8,6,,
Nigeria,8/12/2015,20,8,,
Senegal,8/12/2015,1,0,,
Sierra Leone,8/12/2015,13470,3951,,
Spain,8/12/2015,1,0,,
United Kingdom,8/12/2015,1,0,,
United States of America,8/12/2015,4,1,,
Guinea,8/13/2015,3792,2524,,
Italy,8/13/2015,1,0,,
Liberia,8/13/2015,10666,4806,,
Mali,8/13/2015,8,6,,
Nigeria,8/13/2015,20,8,,
Senegal,8/13/2015,1,0,,
Sierra Leone,8/13/2015,13484,3951,,
Spain,8/13/2015,1,0,,
United Kingdom,8/13/2015,1,0,,
United States of America,8/13/2015,4,1,,
Guinea,8/14/2015,3791,2524,,
Italy,8/14/2015,1,0,,
Liberia,8/14/2015,10666,4806,,
Mali,8/14/2015,8,6,,
Nigeria,8/14/2015,20,8,,
Senegal,8/14/2015,1,0,,
Sierra Leone,8/14/2015,13485,3952,,
Spain,8/14/2015,1,0,,
United Kingdom,8/14/2015,1,0,,
United States of America,8/14/2015,4,1,,
Guinea,8/17/2015,3790,2524,,
Italy,8/17/2015,1,0,,
Liberia,8/17/2015,10666,4806,,
Mali,8/17/2015,8,6,,
Nigeria,8/17/2015,20,8,,
Senegal,8/17/2015,1,0,,
Sierra Leone,8/17/2015,13489,3952,,
Spain,8/17/2015,1,0,,
United Kingdom,8/17/2015,1,0,,
United States of America,8/17/2015,4,1,,
Guinea,8/18/2015,3786,2524,,
Italy,8/18/2015,1,0,,
Liberia,8/18/2015,10666,4806,,
Mali,8/18/2015,8,6,,
Nigeria,8/18/2015,20,8,,
Senegal,8/18/2015,1,0,,
Sierra Leone,8/18/2015,13494,3952,,
Spain,8/18/2015,1,0,,
United Kingdom,8/18/2015,1,0,,
United States of America,8/18/2015,4,1,,
Guinea,8/19/2015,3786,2524,,
Italy,8/19/2015,1,0,,
Liberia,8/19/2015,10666,4806,,
Mali,8/19/2015,8,6,,
Nigeria,8/19/2015,20,8,,
Senegal,8/19/2015,1,0,,
Sierra Leone,8/19/2015,13494,3952,,
Spain,8/19/2015,1,0,,
United Kingdom,8/19/2015,1,0,,
United States of America,8/19/2015,4,1,,
Guinea,8/20/2015,3792,2526,,
Italy,8/20/2015,1,0,,
Liberia,8/20/2015,10666,4806,,
Mali,8/20/2015,8,6,,
Nigeria,8/20/2015,20,8,,
Senegal,8/20/2015,1,0,,
Sierra Leone,8/20/2015,13518,3952,,
Spain,8/20/2015,1,0,,
United Kingdom,8/20/2015,1,0,,
United States of America,8/20/2015,4,1,,
Guinea,8/21/2015,3795,2526,,
Italy,8/21/2015,1,0,,
Liberia,8/21/2015,10666,4806,,
Mali,8/21/2015,8,6,,
Nigeria,8/21/2015,20,8,,
Senegal,8/21/2015,1,0,,
Sierra Leone,8/21/2015,13533,3952,,
Spain,8/21/2015,1,0,,
United Kingdom,8/21/2015,1,0,,
United States of America,8/21/2015,4,1,,
Guinea,8/24/2015,3790,2527,,
Italy,8/24/2015,1,0,,
Liberia,8/24/2015,10666,4806,,
Mali,8/24/2015,8,6,,
Nigeria,8/24/2015,20,8,,
Senegal,8/24/2015,1,0,,
Sierra Leone,8/24/2015,13538,3952,,
Spain,8/24/2015,1,0,,
United Kingdom,8/24/2015,1,0,,
United States of America,8/24/2015,4,1,,
Guinea,8/25/2015,3792,2527,,
Italy,8/25/2015,1,0,,
Liberia,8/25/2015,10666,4806,,
Mali,8/25/2015,8,6,,
Nigeria,8/25/2015,20,8,,
Senegal,8/25/2015,1,0,,
Sierra Leone,8/25/2015,13541,3952,,
Spain,8/25/2015,1,0,,
United Kingdom,8/25/2015,1,0,,
United States of America,8/25/2015,4,1,,
Guinea,8/26/2015,3792,2527,,
Italy,8/26/2015,1,0,,
Liberia,8/26/2015,10666,4806,,
Mali,8/26/2015,8,6,,
Nigeria,8/26/2015,20,8,,
Senegal,8/26/2015,1,0,,
Sierra Leone,8/26/2015,13541,3952,,
Spain,8/26/2015,1,0,,
United Kingdom,8/26/2015,1,0,,
United States of America,8/26/2015,4,1,,
Guinea,8/27/2015,3797,2528,,
Italy,8/27/2015,1,0,,
Liberia,8/27/2015,10666,4806,,
Mali,8/27/2015,8,6,,
Nigeria,8/27/2015,20,8,,
Senegal,8/27/2015,1,0,,
Sierra Leone,8/27/2015,13582,3952,,
Spain,8/27/2015,1,0,,
United Kingdom,8/27/2015,1,0,,
United States of America,8/27/2015,4,1,,
Guinea,8/28/2015,3797,2528,,
Italy,8/28/2015,1,0,,
Liberia,8/28/2015,10666,4806,,
Mali,8/28/2015,8,6,,
Nigeria,8/28/2015,20,8,,
Senegal,8/28/2015,1,0,,
Sierra Leone,8/28/2015,13586,3952,,
Spain,8/28/2015,1,0,,
United Kingdom,8/28/2015,1,0,,
United States of America,8/28/2015,4,1,,
Guinea,8/31/2015,3790,2528,,
Italy,8/31/2015,1,0,,
Liberia,8/31/2015,10666,4806,,
Mali,8/31/2015,8,6,,
Nigeria,8/31/2015,20,8,,
Senegal,8/31/2015,1,0,,
Sierra Leone,8/31/2015,13603,3953,,
Spain,8/31/2015,1,0,,
United Kingdom,8/31/2015,1,0,,
United States of America,8/31/2015,4,1,,
Guinea,9/1/2015,3792,2529,,
Italy,9/1/2015,1,0,,
Liberia,9/1/2015,10666,4806,,
Mali,9/1/2015,8,6,,
Nigeria,9/1/2015,20,8,,
Senegal,9/1/2015,1,0,,
Sierra Leone,9/1/2015,13609,3953,,
Spain,9/1/2015,1,0,,
United Kingdom,9/1/2015,1,0,,
United States of America,9/1/2015,4,1,,
Guinea,9/2/2015,3792,2529,,
Italy,9/2/2015,1,0,,
Liberia,9/2/2015,10666,4806,,
Mali,9/2/2015,8,6,,
Nigeria,9/2/2015,20,8,,
Senegal,9/2/2015,1,0,,
Sierra Leone,9/2/2015,13609,3953,,
Spain,9/2/2015,1,0,,
United Kingdom,9/2/2015,1,0,,
United States of America,9/2/2015,4,1,,
Guinea,9/3/2015,3792,2529,,
Italy,9/3/2015,1,0,,
Liberia,9/3/2015,10666,4806,,
Mali,9/3/2015,8,6,,
Nigeria,9/3/2015,20,8,,
Senegal,9/3/2015,1,0,,
Sierra Leone,9/3/2015,13638,3953,,
Spain,9/3/2015,1,0,,
United Kingdom,9/3/2015,1,0,,
United States of America,9/3/2015,4,1,,
Guinea,9/4/2015,3792,2529,,
Italy,9/4/2015,1,0,,
Liberia,9/4/2015,10666,4806,,
Mali,9/4/2015,8,6,,
Nigeria,9/4/2015,20,8,,
Senegal,9/4/2015,1,0,,
Sierra Leone,9/4/2015,13639,3953,,
Spain,9/4/2015,1,0,,
United Kingdom,9/4/2015,1,0,,
United States of America,9/4/2015,4,1,,
Guinea,9/7/2015,3793,2530,,
Italy,9/7/2015,1,0,,
Liberia,9/7/2015,10666,4806,,
Mali,9/7/2015,8,6,,
Nigeria,9/7/2015,20,8,,
Senegal,9/7/2015,1,0,,
Sierra Leone,9/7/2015,13670,3953,,
Spain,9/7/2015,1,0,,
United Kingdom,9/7/2015,1,0,,
United States of America,9/7/2015,4,1,,
Guinea,9/8/2015,3792,2530,,
Italy,9/8/2015,1,0,,
Liberia,9/8/2015,10666,4806,,
Mali,9/8/2015,8,6,,
Nigeria,9/8/2015,20,8,,
Senegal,9/8/2015,1,0,,
Sierra Leone,9/8/2015,13683,3953,,
Spain,9/8/2015,1,0,,
United Kingdom,9/8/2015,1,0,,
United States of America,9/8/2015,4,1,,
Guinea,9/9/2015,3792,2530,,
Italy,9/9/2015,1,0,,
Liberia,9/9/2015,10666,4806,,
Mali,9/9/2015,8,6,,
Nigeria,9/9/2015,20,8,,
Senegal,9/9/2015,1,0,,
Sierra Leone,9/9/2015,13683,3953,,
Spain,9/9/2015,1,0,,
United Kingdom,9/9/2015,1,0,,
United States of America,9/9/2015,4,1,,
Guinea,9/10/2015,3791,2530,,
Italy,9/10/2015,1,0,,
Liberia,9/10/2015,10666,4806,,
Mali,9/10/2015,8,6,,
Nigeria,9/10/2015,20,8,,
Senegal,9/10/2015,1,0,,
Sierra Leone,9/10/2015,13697,3953,,
Spain,9/10/2015,1,0,,
United Kingdom,9/10/2015,1,0,,
United States of America,9/10/2015,4,1,,
Guinea,9/11/2015,3791,2530,,
Italy,9/11/2015,1,0,,
Liberia,9/11/2015,10666,4806,,
Mali,9/11/2015,8,6,,
Nigeria,9/11/2015,20,8,,
Senegal,9/11/2015,1,0,,
Sierra Leone,9/11/2015,13701,3953,,
Spain,9/11/2015,1,0,,
United Kingdom,9/11/2015,1,0,,
United States of America,9/11/2015,4,1,,
Guinea,9/14/2015,3793,2530,,
Italy,9/14/2015,1,0,,
Liberia,9/14/2015,10666,4806,,
Mali,9/14/2015,8,6,,
Nigeria,9/14/2015,20,8,,
Senegal,9/14/2015,1,0,,
Sierra Leone,9/14/2015,13747,3953,,
Spain,9/14/2015,1,0,,
United Kingdom,9/14/2015,1,0,,
United States of America,9/14/2015,4,1,,
Guinea,9/15/2015,3792,2530,,
Italy,9/15/2015,1,0,,
Liberia,9/15/2015,10666,4806,,
Mali,9/15/2015,8,6,,
Nigeria,9/15/2015,20,8,,
Senegal,9/15/2015,1,0,,
Sierra Leone,9/15/2015,13756,3953,,
Spain,9/15/2015,1,0,,
United Kingdom,9/15/2015,1,0,,
United States of America,9/15/2015,4,1,,
Guinea,9/16/2015,3792,2530,,
Italy,9/16/2015,1,0,,
Liberia,9/16/2015,10666,4806,,
Mali,9/16/2015,8,6,,
Nigeria,9/16/2015,20,8,,
Senegal,9/16/2015,1,0,,
Sierra Leone,9/16/2015,13756,3953,,
Spain,9/16/2015,1,0,,
United Kingdom,9/16/2015,1,0,,
United States of America,9/16/2015,4,1,,
Guinea,9/17/2015,3794,2530,,
Italy,9/17/2015,1,0,,
Liberia,9/17/2015,10666,4806,,
Mali,9/17/2015,8,6,,
Nigeria,9/17/2015,20,8,,
Senegal,9/17/2015,1,0,,
Sierra Leone,9/17/2015,13779,3955,,
Spain,9/17/2015,1,0,,
United Kingdom,9/17/2015,1,0,,
United States of America,9/17/2015,4,1,,
Guinea,9/18/2015,3794,2531,,
Italy,9/18/2015,1,0,,
Liberia,9/18/2015,10666,4806,,
Mali,9/18/2015,8,6,,
Nigeria,9/18/2015,20,8,,
Senegal,9/18/2015,1,0,,
Sierra Leone,9/18/2015,13785,3955,,
Spain,9/18/2015,1,0,,
United Kingdom,9/18/2015,1,0,,
United States of America,9/18/2015,4,1,,
Guinea,9/21/2015,3797,2532,,
Italy,9/21/2015,1,0,,
Liberia,9/21/2015,10666,4806,,
Mali,9/21/2015,8,6,,
Nigeria,9/21/2015,20,8,,
Senegal,9/21/2015,1,0,,
Sierra Leone,9/21/2015,13811,3955,,
Spain,9/21/2015,1,0,,
United Kingdom,9/21/2015,1,0,,
United States of America,9/21/2015,4,1,,
Guinea,9/22/2015,3800,2532,,
Italy,9/22/2015,1,0,,
Liberia,9/22/2015,10666,4806,,
Mali,9/22/2015,8,6,,
Nigeria,9/22/2015,20,8,,
Senegal,9/22/2015,1,0,,
Sierra Leone,9/22/2015,13823,3955,,
Spain,9/22/2015,1,0,,
United Kingdom,9/22/2015,1,0,,
United States of America,9/22/2015,4,1,,
Guinea,9/23/2015,3800,2532,,
Italy,9/23/2015,1,0,,
Liberia,9/23/2015,10666,4806,,
Mali,9/23/2015,8,6,,
Nigeria,9/23/2015,20,8,,
Senegal,9/23/2015,1,0,,
Sierra Leone,9/23/2015,13823,3955,,
Spain,9/23/2015,1,0,,
United Kingdom,9/23/2015,1,0,,
United States of America,9/23/2015,4,1,,
Guinea,9/24/2015,3801,2533,,
Italy,9/24/2015,1,0,,
Liberia,9/24/2015,10666,4806,,
Mali,9/24/2015,8,6,,
Nigeria,9/24/2015,20,8,,
Senegal,9/24/2015,1,0,,
Sierra Leone,9/24/2015,13846,3955,,
Spain,9/24/2015,1,0,,
United Kingdom,9/24/2015,1,0,,
United States of America,9/24/2015,4,1,,
Guinea,9/25/2015,3797,2533,,
Italy,9/25/2015,1,0,,
Liberia,9/25/2015,10666,4806,,
Mali,9/25/2015,8,6,,
Nigeria,9/25/2015,20,8,,
Senegal,9/25/2015,1,0,,
Sierra Leone,9/25/2015,13855,3955,,
Spain,9/25/2015,1,0,,
United Kingdom,9/25/2015,1,0,,
United States of America,9/25/2015,4,1,,
Guinea,9/28/2015,3805,2533,,
Italy,9/28/2015,1,0,,
Liberia,9/28/2015,10666,4806,,
Mali,9/28/2015,8,6,,
Nigeria,9/28/2015,20,8,,
Senegal,9/28/2015,1,0,,
Sierra Leone,9/28/2015,13894,3955,,
Spain,9/28/2015,1,0,,
United Kingdom,9/28/2015,1,0,,
United States of America,9/28/2015,4,1,,
Guinea,9/29/2015,3805,2533,,
Italy,9/29/2015,1,0,,
Liberia,9/29/2015,10666,4806,,
Mali,9/29/2015,8,6,,
Nigeria,9/29/2015,20,8,,
Senegal,9/29/2015,1,0,,
Sierra Leone,9/29/2015,13911,3955,,
Spain,9/29/2015,1,0,,
United Kingdom,9/29/2015,1,0,,
United States of America,9/29/2015,4,1,,
Guinea,9/30/2015,3805,2533,,
Italy,9/30/2015,1,0,,
Liberia,9/30/2015,10666,4806,,
Mali,9/30/2015,8,6,,
Nigeria,9/30/2015,20,8,,
Senegal,9/30/2015,1,0,,
Sierra Leone,9/30/2015,13911,3955,,
Spain,9/30/2015,1,0,,
United Kingdom,9/30/2015,1,0,,
United States of America,9/30/2015,4,1,,
Guinea,10/1/2015,3808,2533,,
Italy,10/1/2015,1,0,,
Liberia,10/1/2015,10666,4806,,
Mali,10/1/2015,8,6,,
Nigeria,10/1/2015,20,8,,
Senegal,10/1/2015,1,0,,
Sierra Leone,10/1/2015,13928,3955,,
Spain,10/1/2015,1,0,,
United Kingdom,10/1/2015,1,0,,
United States of America,10/1/2015,4,1,,
Guinea,10/2/2015,3809,2533,,
Italy,10/2/2015,1,0,,
Liberia,10/2/2015,10666,4806,,
Mali,10/2/2015,8,6,,
Nigeria,10/2/2015,20,8,,
Senegal,10/2/2015,1,0,,
Sierra Leone,10/2/2015,13931,3955,,
Spain,10/2/2015,1,0,,
United Kingdom,10/2/2015,1,0,,
United States of America,10/2/2015,4,1,,
Guinea,10/5/2015,3804,2534,,
Italy,10/5/2015,1,0,,
Liberia,10/5/2015,10666,4806,,
Mali,10/5/2015,8,6,,
Nigeria,10/5/2015,20,8,,
Senegal,10/5/2015,1,0,,
Sierra Leone,10/5/2015,13941,3955,,
Spain,10/5/2015,1,0,,
United Kingdom,10/5/2015,1,0,,
United States of America,10/5/2015,4,1,,
Guinea,10/6/2015,3804,2534,,
Italy,10/6/2015,1,0,,
Liberia,10/6/2015,10666,4806,,
Mali,10/6/2015,8,6,,
Nigeria,10/6/2015,20,8,,
Senegal,10/6/2015,1,0,,
Sierra Leone,10/6/2015,13945,3955,,
Spain,10/6/2015,1,0,,
United Kingdom,10/6/2015,1,0,,
United States of America,10/6/2015,4,1,,
Guinea,10/7/2015,3804,2534,,
Italy,10/7/2015,1,0,,
Liberia,10/7/2015,10666,4806,,
Mali,10/7/2015,8,6,,
Nigeria,10/7/2015,20,8,,
Senegal,10/7/2015,1,0,,
Sierra Leone,10/7/2015,13945,3955,,
Spain,10/7/2015,1,0,,
United Kingdom,10/7/2015,1,0,,
United States of America,10/7/2015,4,1,,
Guinea,10/8/2015,3799,2534,,
Italy,10/8/2015,1,0,,
Liberia,10/8/2015,10666,4806,,
Mali,10/8/2015,8,6,,
Nigeria,10/8/2015,20,8,,
Senegal,10/8/2015,1,0,,
Sierra Leone,10/8/2015,13956,3955,,
Spain,10/8/2015,1,0,,
United Kingdom,10/8/2015,1,0,,
United States of America,10/8/2015,4,1,,
Guinea,10/9/2015,3800,2534,,
Italy,10/9/2015,1,0,,
Liberia,10/9/2015,10666,4806,,
Mali,10/9/2015,8,6,,
Nigeria,10/9/2015,20,8,,
Senegal,10/9/2015,1,0,,
Sierra Leone,10/9/2015,13957,3955,,
Spain,10/9/2015,1,0,,
United Kingdom,10/9/2015,1,0,,
United States of America,10/9/2015,4,1,,
Guinea,10/13/2015,3800,2534,,
Italy,10/13/2015,1,0,,
Liberia,10/13/2015,10666,4806,,
Mali,10/13/2015,8,6,,
Nigeria,10/13/2015,20,8,,
Senegal,10/13/2015,1,0,,
Sierra Leone,10/13/2015,13982,3955,,
Spain,10/13/2015,1,0,,
United Kingdom,10/13/2015,1,0,,
United States of America,10/13/2015,4,1,,
Guinea,10/15/2015,3802,2534,,
Italy,10/15/2015,1,0,,
Liberia,10/15/2015,10666,4806,,
Mali,10/15/2015,8,6,,
Nigeria,10/15/2015,20,8,,
Senegal,10/15/2015,1,0,,
Sierra Leone,10/15/2015,13992,3955,,
Spain,10/15/2015,1,0,,
United Kingdom,10/15/2015,1,0,,
United States of America,10/15/2015,4,1,,
Guinea,10/16/2015,3804,2535,,
Italy,10/16/2015,1,0,,
Liberia,10/16/2015,10666,4806,,
Mali,10/16/2015,8,6,,
Nigeria,10/16/2015,20,8,,
Senegal,10/16/2015,1,0,,
Sierra Leone,10/16/2015,13992,3955,,
Spain,10/16/2015,1,0,,
United Kingdom,10/16/2015,1,0,,
United States of America,10/16/2015,4,1,,
Guinea,10/20/2015,3803,2535,,
Italy,10/20/2015,1,0,,
Liberia,10/20/2015,10666,4806,,
Mali,10/20/2015,8,6,,
Nigeria,10/20/2015,20,8,,
Senegal,10/20/2015,1,0,,
Sierra Leone,10/20/2015,14001,3955,,
Spain,10/20/2015,1,0,,
United Kingdom,10/20/2015,1,0,,
United States of America,10/20/2015,4,1,,
Guinea,10/22/2015,3801,2535,,
Italy,10/22/2015,1,0,,
Liberia,10/22/2015,10666,4806,,
Mali,10/22/2015,8,6,,
Nigeria,10/22/2015,20,8,,
Senegal,10/22/2015,1,0,,
Sierra Leone,10/22/2015,14031,3955,,
Spain,10/22/2015,1,0,,
United Kingdom,10/22/2015,1,0,,
United States of America,10/22/2015,4,1,,
Guinea,10/23/2015,3801,2535,,
Italy,10/23/2015,1,0,,
Liberia,10/23/2015,10666,4806,,
Mali,10/23/2015,8,6,,
Nigeria,10/23/2015,20,8,,
Senegal,10/23/2015,1,0,,
Sierra Leone,10/23/2015,14038,3955,,
Spain,10/23/2015,1,0,,
United Kingdom,10/23/2015,1,0,,
United States of America,10/23/2015,4,1,,
Guinea,10/26/2015,3804,2535,,
Italy,10/26/2015,1,0,,
Liberia,10/26/2015,10666,4806,,
Mali,10/26/2015,8,6,,
Nigeria,10/26/2015,20,8,,
Senegal,10/26/2015,1,0,,
Sierra Leone,10/26/2015,14052,3955,,
Spain,10/26/2015,1,0,,
United Kingdom,10/26/2015,1,0,,
United States of America,10/26/2015,4,1,,
Guinea,10/27/2015,3806,2535,,
Italy,10/27/2015,1,0,,
Liberia,10/27/2015,10666,4806,,
Mali,10/27/2015,8,6,,
Nigeria,10/27/2015,20,8,,
Senegal,10/27/2015,1,0,,
Sierra Leone,10/27/2015,14061,3955,,
Spain,10/27/2015,1,0,,
United Kingdom,10/27/2015,1,0,,
United States of America,10/27/2015,4,1,,
Guinea,10/29/2015,3808,2536,,
Italy,10/29/2015,1,0,,
Liberia,10/29/2015,10666,4806,,
Mali,10/29/2015,8,6,,
Nigeria,10/29/2015,20,8,,
Senegal,10/29/2015,1,0,,
Sierra Leone,10/29/2015,14066,3955,,
Spain,10/29/2015,1,0,,
United Kingdom,10/29/2015,1,0,,
United States of America,10/29/2015,4,1,,
Guinea,10/30/2015,3808,2536,,
Italy,10/30/2015,1,0,,
Liberia,10/30/2015,10666,4806,,
Mali,10/30/2015,8,6,,
Nigeria,10/30/2015,20,8,,
Senegal,10/30/2015,1,0,,
Sierra Leone,10/30/2015,14067,3955,,
Spain,10/30/2015,1,0,,
United Kingdom,10/30/2015,1,0,,
United States of America,10/30/2015,4,1,,
Guinea,11/3/2015,3810,2536,,
Italy,11/3/2015,1,0,,
Liberia,11/3/2015,10666,4806,,
Mali,11/3/2015,8,6,,
Nigeria,11/3/2015,20,8,,
Senegal,11/3/2015,1,0,,
Sierra Leone,11/3/2015,14089,3955,,
Spain,11/3/2015,1,0,,
United Kingdom,11/3/2015,1,0,,
United States of America,11/3/2015,4,1,,
Guinea,11/5/2015,3805,2536,,
Italy,11/5/2015,1,0,,
Liberia,11/5/2015,10666,4806,,
Mali,11/5/2015,8,6,,
Nigeria,11/5/2015,20,8,,
Senegal,11/5/2015,1,0,,
Sierra Leone,11/5/2015,14104,3955,,
Spain,11/5/2015,1,0,,
United Kingdom,11/5/2015,1,0,,
United States of America,11/5/2015,4,1,,
Guinea,11/6/2015,3805,2536,,
Italy,11/6/2015,1,0,,
Liberia,11/6/2015,10666,4806,,
Mali,11/6/2015,8,6,,
Nigeria,11/6/2015,20,8,,
Senegal,11/6/2015,1,0,,
Sierra Leone,11/6/2015,14109,3955,,
Spain,11/6/2015,1,0,,
United Kingdom,11/6/2015,1,0,,
United States of America,11/6/2015,4,1,,
Guinea,11/10/2015,3805,2536,,
Italy,11/10/2015,1,0,,
Liberia,11/10/2015,10666,4806,,
Mali,11/10/2015,8,6,,
Nigeria,11/10/2015,20,8,,
Senegal,11/10/2015,1,0,,
Sierra Leone,11/10/2015,14122,3955,,
Spain,11/10/2015,1,0,,
United Kingdom,11/10/2015,1,0,,
United States of America,11/10/2015,4,1,,
Guinea,11/11/2015,3805,2536,,
Italy,11/11/2015,1,0,,
Liberia,11/11/2015,10666,4806,,
Mali,11/11/2015,8,6,,
Nigeria,11/11/2015,20,8,,
Senegal,11/11/2015,1,0,,
Sierra Leone,11/11/2015,14122,3955,,
Spain,11/11/2015,1,0,,
United Kingdom,11/11/2015,1,0,,
United States of America,11/11/2015,4,1,,
Guinea,11/12/2015,3805,2536,,
Italy,11/12/2015,1,0,,
Liberia,11/12/2015,10666,4806,,
Mali,11/12/2015,8,6,,
Nigeria,11/12/2015,20,8,,
Senegal,11/12/2015,1,0,,
Sierra Leone,11/12/2015,14122,3955,,
Spain,11/12/2015,1,0,,
United Kingdom,11/12/2015,1,0,,
United States of America,11/12/2015,4,1,,
Guinea,11/16/2015,3805,2536,,
Italy,11/16/2015,1,0,,
